year,council,income,Roading,Transportation,Water supply,Wastewater,Solid waste/refuse,Environmental protection,Culture,Recreation and sport,Property,Emergency management,Planning and regulation,Community development,Economic development,Governance,Council support services,Other activities,Total
2011,Tasman District Council,Rates,8432,13,1468,10629,2052,5433,4241,6848,513,683,3193,0,0,3578,505,538,48126
2011,Tasman District Council,Regulatory income and petrol tax,345,48,0,0,0,355,0,0,0,172,3560,0,0,0,271,54,4805
2011,Tasman District Council,"Current grants, subsidies, and donations income",4218,0,0,0,0,383,279,0,0,0,0,0,0,0,0,0,4880
2011,Tasman District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,457
2011,Tasman District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026,0,6026
2011,Tasman District Council,Sales and other operating income,876,79,5223,263,3600,612,269,1378,1427,0,271,0,0,90,0,3623,17711
2011,Tasman District Council,Total operating income,13871,140,6691,10892,5652,6783,4789,8226,1940,855,7024,0,0,3668,7259,4215,82005
2011,Tasman District Council,Employee costs,660,10,260,414,103,1541,1436,507,281,27,4491,0,0,882,4101,62,14775
2011,Tasman District Council,Depreciation and amortisation,7135,97,2927,4186,272,64,342,1446,1016,2,24,0,0,4,0,469,17984
2011,Tasman District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,651,312,0,0,0,0,0,584,139,0,1686
2011,Tasman District Council,Interest expenditure,1228,6,1079,2276,233,35,123,1371,181,1,20,0,0,0,282,538,7373
2011,Tasman District Council,Purchases and other operating expenditure,9456,192,4087,4324,4579,3312,668,6741,1146,550,2460,0,0,2189,1885,4276,45865
2011,Tasman District Council,Total operating expenditure,18479,305,8353,11200,5187,4952,3220,10377,2624,580,6995,0,0,3659,6407,5345,87683
2011,Tasman District Council,Operating surplus/deficit,-4608,-165,-1662,-308,465,1831,1569,-2151,-684,275,29,0,0,9,852,-1130,-5678
2011,Taupo District Council,Rates,6457,147,4537,9887,2459,1410,3630,7658,1966,661,3921,951,2082,4462,-4602,0,45626
2011,Taupo District Council,Regulatory income and petrol tax,365,418,0,0,0,0,18,0,0,0,1774,0,0,0,638,0,3213
2011,Taupo District Council,"Current grants, subsidies, and donations income",1721,0,0,0,74,0,27,141,0,10,0,64,0,0,16,0,2053
2011,Taupo District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5673,0,5673
2011,Taupo District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-312,0,-312
2011,Taupo District Council,Sales and other operating income,157,0,789,862,1503,0,347,1892,645,8,9,5,468,59,203,77,7024
2011,Taupo District Council,Total operating income,8700,565,5326,10749,4036,1410,4022,9691,2611,679,5704,1020,2550,4521,1616,77,63277
2011,Taupo District Council,Employee costs,336,98,527,529,254,0,1350,3754,265,138,2742,223,261,93,10401,330,21301
2011,Taupo District Council,Depreciation and amortisation,6263,40,1905,4869,326,0,750,2106,533,57,85,61,33,18,1162,111,18319
2011,Taupo District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,5,19,0,0,0,6,469,5,16,788,0,1308
2011,Taupo District Council,Interest expenditure,3159,18,588,2279,170,4,207,802,1253,0,57,0,7,0,419,24,8987
2011,Taupo District Council,Purchases and other operating expenditure,3170,244,1602,3629,2797,1138,1165,2595,499,166,801,136,1782,760,4393,206,25083
2011,Taupo District Council,Total operating expenditure,12928,400,4622,11306,3547,1147,3491,9257,2550,361,3691,889,2088,887,17163,671,74998
2011,Taupo District Council,Operating surplus/deficit,-4228,165,704,-557,489,263,531,434,61,318,2013,131,462,3634,-15547,-594,-11721
2011,Tauranga City Council,Rates,14343,0,1407,24746,1614,2455,10081,21100,0,351,2733,187,1827,2542,7207,0,90593
2011,Tauranga City Council,Regulatory income and petrol tax,811,565,16,0,0,0,0,0,0,0,2561,0,0,0,947,0,4900
2011,Tauranga City Council,"Current grants, subsidies, and donations income",2970,19,0,0,257,0,77,58,0,0,340,0,0,0,828,0,4549
2011,Tauranga City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3366,0,3366
2011,Tauranga City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,286
2011,Tauranga City Council,Sales and other operating income,2297,7862,13756,893,616,15,2154,550,6688,0,4402,0,82,185,2081,0,41581
2011,Tauranga City Council,Total operating income,20421,8446,15179,25639,2487,2470,12312,21708,6688,351,10036,187,1909,2727,14715,0,145275
2011,Tauranga City Council,Employee costs,980,281,944,1329,275,989,4809,953,1382,6,5552,0,0,1290,11908,0,30698
2011,Tauranga City Council,Depreciation and amortisation,7894,1230,5536,8448,155,2,1869,5305,1559,0,194,0,0,14,2144,0,34350
2011,Tauranga City Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,1437,0,279,0,0,0,17,2124,0,3857
2011,Tauranga City Council,Interest expenditure,0,0,0,12,0,0,0,14,-340,0,0,0,0,0,23691,0,23377
2011,Tauranga City Council,Purchases and other operating expenditure,8753,3297,5298,8028,1421,714,3472,11114,3309,11,1827,45,1762,724,5812,0,55587
2011,Tauranga City Council,Total operating expenditure,17627,4808,11778,17817,1851,1705,10150,18823,5910,296,7573,45,1762,2045,45679,0,147869
2011,Tauranga City Council,Operating surplus/deficit,2794,3638,3401,7822,636,765,2162,2885,778,55,2463,142,147,682,-30964,0,-2594
2011,Thames-Coromandel District Council,Rates,3498,0,6449,19860,3505,231,258,0,263,493,3482,2587,946,3218,12391,874,58055
2011,Thames-Coromandel District Council,Regulatory income and petrol tax,502,0,0,0,0,0,0,0,0,0,4081,0,0,0,685,1114,6382
2011,Thames-Coromandel District Council,"Current grants, subsidies, and donations income",5539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5552
2011,Thames-Coromandel District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35
2011,Thames-Coromandel District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Thames-Coromandel District Council,Sales and other operating income,201,0,1217,898,1253,0,95,657,156,13,521,154,314,0,126,65,5670
2011,Thames-Coromandel District Council,Total operating income,9740,0,7666,20758,4758,231,353,657,419,506,8084,2741,1260,3218,13237,2066,75694
2011,Thames-Coromandel District Council,Employee costs,0,0,0,0,0,0,292,209,0,2,22,0,0,1,12853,0,13379
2011,Thames-Coromandel District Council,Depreciation and amortisation,5387,0,2292,5647,274,0,229,1013,285,32,4,15,45,11,1134,126,16494
2011,Thames-Coromandel District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,63,0,35,171,0,465,359,0,394,0,1487
2011,Thames-Coromandel District Council,Interest expenditure,183,0,364,2132,282,20,0,47,20,0,5,15,0,47,7,8,3130
2011,Thames-Coromandel District Council,Purchases and other operating expenditure,6866,0,3430,8298,4687,66,202,2855,466,227,2733,1006,554,1493,2194,1629,36706
2011,Thames-Coromandel District Council,Total operating expenditure,12436,0,6086,16077,5243,86,786,4124,806,432,2764,1501,958,1552,16582,1763,71196
2011,Thames-Coromandel District Council,Operating surplus/deficit,-2696,0,1580,4681,-485,145,-433,-3467,-387,74,5320,1240,302,1666,-3345,303,4498
2011,Timaru District Council,Rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33325,0,33325
2011,Timaru District Council,Regulatory income and petrol tax,431,0,0,0,0,0,0,0,0,0,2570,0,0,0,0,0,3001
2011,Timaru District Council,"Current grants, subsidies, and donations income",6119,0,0,28,130,0,125,1143,0,2,75,257,0,0,0,0,7879
2011,Timaru District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157,0,2157
2011,Timaru District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,0,3036
2011,Timaru District Council,Sales and other operating income,67,946,1512,2332,2266,0,304,561,1310,1,5,19,0,5,1557,0,10885
2011,Timaru District Council,Total operating income,6617,946,1512,2360,2396,0,429,1704,1310,3,2650,276,0,5,40075,0,60283
2011,Timaru District Council,Employee costs,881,158,243,271,237,0,1641,400,0,83,2077,291,0,441,4564,0,11287
2011,Timaru District Council,Depreciation and amortisation,6501,148,1860,3066,383,0,744,1003,321,44,3,0,0,5,964,0,15042
2011,Timaru District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,87,0,226,699,60,0,0,1072
2011,Timaru District Council,Interest expenditure,262,160,279,2138,428,0,0,350,90,0,0,0,0,0,-152,0,3555
2011,Timaru District Council,Purchases and other operating expenditure,5396,367,2803,1212,4895,0,918,3420,1065,97,593,321,1,507,2932,0,24527
2011,Timaru District Council,Total operating expenditure,13040,833,5185,6687,5943,0,3303,5173,1476,311,2673,838,700,1013,8308,0,55483
2011,Timaru District Council,Operating surplus/deficit,-6423,113,-3673,-4327,-3547,0,-2874,-3469,-166,-308,-23,-562,-700,-1008,31767,0,4800
2011,Upper Hutt City Council,Rates,4189,29,4051,7621,0,0,2816,3465,0,484,2110,520,703,1315,277,0,27580
2011,Upper Hutt City Council,Regulatory income and petrol tax,143,198,0,0,0,0,0,0,0,0,998,0,0,0,225,0,1564
2011,Upper Hutt City Council,"Current grants, subsidies, and donations income",2700,0,0,0,0,0,0,302,0,0,0,82,0,0,0,0,3084
2011,Upper Hutt City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,269
2011,Upper Hutt City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Upper Hutt City Council,Sales and other operating income,322,0,953,154,841,0,223,1302,382,9,92,34,0,114,202,0,4628
2011,Upper Hutt City Council,Total operating income,7354,227,5004,7775,841,0,3039,5069,382,493,3200,636,703,1429,973,0,37125
2011,Upper Hutt City Council,Employee costs,565,24,0,0,0,0,1002,1551,56,0,1331,342,218,365,3117,0,8571
2011,Upper Hutt City Council,Depreciation and amortisation,3933,3,1220,3998,0,0,623,855,173,33,23,1,23,0,107,0,10992
2011,Upper Hutt City Council,"Current grants, subsidies, and donations expenditure",1517,0,0,0,0,0,5,0,0,0,0,0,0,107,277,0,1906
2011,Upper Hutt City Council,Interest expenditure,336,0,48,1070,0,0,83,45,0,0,0,0,0,0,9,0,1591
2011,Upper Hutt City Council,Purchases and other operating expenditure,972,65,3964,3843,218,0,1125,2888,242,367,1124,164,306,294,2262,0,17834
2011,Upper Hutt City Council,Total operating expenditure,7323,92,5232,8911,218,0,2838,5339,471,400,2478,507,547,766,5772,0,40894
2011,Upper Hutt City Council,Operating surplus/deficit,31,135,-228,-1136,623,0,201,-270,-89,93,722,129,156,663,-4799,0,-3769
2011,Waikato District Council,Rates,86,0,2162,4625,2513,0,0,42,418,0,0,0,102,52,37714,0,47714
2011,Waikato District Council,Regulatory income and petrol tax,385,0,0,0,0,0,0,0,0,0,1825,0,0,0,1123,0,3333
2011,Waikato District Council,"Current grants, subsidies, and donations income",346,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,365
2011,Waikato District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,143
2011,Waikato District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Waikato District Council,Sales and other operating income,328,0,2781,638,336,0,575,614,1809,0,3392,80,-2,82,513,0,11146
2011,Waikato District Council,Total operating income,1145,0,4943,5263,2849,0,575,675,2227,0,5217,80,100,134,39493,0,62701
2011,Waikato District Council,Employee costs,3007,0,521,1044,0,0,722,481,683,0,3844,201,0,685,7521,0,18709
2011,Waikato District Council,Depreciation and amortisation,9130,0,1560,1797,16,0,246,1022,702,0,0,0,0,0,1091,148,15712
2011,Waikato District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,95,33,0,13,0,566,0,119,231,0,1057
2011,Waikato District Council,Interest expenditure,187,0,0,0,0,0,0,0,29,0,0,0,0,0,1214,0,1430
2011,Waikato District Council,Purchases and other operating expenditure,12662,285,1847,1290,2759,0,1343,2805,844,55,2005,267,0,294,3998,341,30795
2011,Waikato District Council,Total operating expenditure,24986,285,3928,4131,2775,0,2406,4341,2258,68,5849,1034,0,1098,14055,489,67703
2011,Waikato District Council,Operating surplus/deficit,-23841,-285,1015,1132,74,0,-1831,-3666,-31,-68,-632,-954,100,-964,25438,-489,-5002
2011,Waikato Regional Council,Rates,0,8649,0,0,376,40669,0,0,0,1376,8813,1140,0,4718,3946,0,69687
2011,Waikato Regional Council,Regulatory income and petrol tax,0,11,0,0,0,0,0,0,0,0,4323,0,0,0,957,0,5291
2011,Waikato Regional Council,"Current grants, subsidies, and donations income",0,9854,0,0,72,49,0,0,0,19,0,0,0,0,68,0,10062
2011,Waikato Regional Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,1868
2011,Waikato Regional Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-313,0,-313
2011,Waikato Regional Council,Sales and other operating income,0,6080,0,0,79,4208,0,0,0,476,1613,94,0,193,303,0,13046
2011,Waikato Regional Council,Total operating income,0,24594,0,0,527,44926,0,0,0,1871,14749,1234,0,4911,6829,0,99641
2011,Waikato Regional Council,Employee costs,0,1067,0,0,98,10467,0,0,0,618,3530,97,0,1063,14196,0,31136
2011,Waikato Regional Council,Depreciation and amortisation,0,141,0,0,0,4211,0,0,0,0,43,0,0,2,2581,0,6978
2011,Waikato Regional Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,296
2011,Waikato Regional Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Waikato Regional Council,Purchases and other operating expenditure,0,21375,0,0,310,18264,0,0,0,722,2775,829,0,1706,10326,0,56307
2011,Waikato Regional Council,Total operating expenditure,0,22583,0,0,408,32942,0,0,0,1340,6348,926,0,2771,27399,0,94717
2011,Waikato Regional Council,Operating surplus/deficit,0,2011,0,0,119,11984,0,0,0,531,8401,308,0,2140,-20570,0,4924
2011,Waimakariri District Council,Rates,7170,0,3827,8325,1191,0,2270,7203,59,280,522,159,1608,941,0,0,33555
2011,Waimakariri District Council,Regulatory income and petrol tax,341,139,0,0,0,0,27,0,0,0,2971,0,0,0,493,0,3971
2011,Waimakariri District Council,"Current grants, subsidies, and donations income",3145,0,106,2816,0,0,0,17,1,0,0,112,0,0,4,558,6759
2011,Waimakariri District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,308
2011,Waimakariri District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,312
2011,Waimakariri District Council,Sales and other operating income,357,65,451,2420,3579,0,93,1613,1080,88,311,334,0,74,623,193,11281
2011,Waimakariri District Council,Total operating income,11013,204,4384,13561,4770,0,2390,8833,1140,368,3804,605,1608,1015,1740,751,56186
2011,Waimakariri District Council,Employee costs,526,0,1326,774,151,0,1029,1916,169,209,3041,432,0,295,2940,2016,14824
2011,Waimakariri District Council,Depreciation and amortisation,5432,0,1109,2061,80,0,348,932,764,6,0,0,0,0,621,20,11373
2011,Waimakariri District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,612
2011,Waimakariri District Council,Interest expenditure,379,51,68,1181,14,0,6,424,67,6,0,0,0,0,16,0,2212
2011,Waimakariri District Council,Purchases and other operating expenditure,6087,196,1162,9026,3431,0,879,4855,1401,158,2558,138,292,645,100,276,31204
2011,Waimakariri District Council,Total operating expenditure,12424,247,3665,13042,3676,0,2262,8127,2401,379,5599,570,292,940,4289,2312,60225
2011,Waimakariri District Council,Operating surplus/deficit,-1411,-43,719,519,1094,0,128,706,-1261,-11,-1795,35,1316,75,-2549,-1561,-4039
2011,Waimate District Council,Rates,1812,0,1554,460,939,0,316,521,74,211,272,180,183,1478,-1027,-200,6773
2011,Waimate District Council,Regulatory income and petrol tax,81,0,0,0,0,0,0,0,0,0,348,0,0,0,38,0,467
2011,Waimate District Council,"Current grants, subsidies, and donations income",50,0,0,0,22,0,1,51,0,0,0,21,0,0,0,0,145
2011,Waimate District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,132
2011,Waimate District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,577
2011,Waimate District Council,Sales and other operating income,58,0,99,8,70,0,15,75,411,7,22,0,27,29,-11,357,1167
2011,Waimate District Council,Total operating income,2001,0,1653,468,1031,0,332,647,485,218,642,201,210,1507,-291,157,9261
2011,Waimate District Council,Employee costs,224,0,283,65,30,0,140,433,196,66,478,2,139,424,251,19,2750
2011,Waimate District Council,Depreciation and amortisation,2055,0,487,168,53,0,72,69,285,22,1,0,1,3,159,0,3375
2011,Waimate District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,50,110,8,0,18,0,186
2011,Waimate District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161
2011,Waimate District Council,Purchases and other operating expenditure,2053,0,689,70,812,0,76,184,220,85,260,5,59,325,550,364,5752
2011,Waimate District Council,Total operating expenditure,4332,0,1459,303,895,0,288,686,701,173,789,117,207,752,1139,383,12224
2011,Waimate District Council,Operating surplus/deficit,-2331,0,194,165,136,0,44,-39,-216,45,-147,84,3,755,-1430,-226,-2963
2011,Waipa District Council,Rates,8865,0,4490,7269,1353,0,2118,5641,1115,305,1266,0,0,4549,369,400,37740
2011,Waipa District Council,Regulatory income and petrol tax,281,0,0,0,0,0,0,0,0,0,2896,0,0,0,228,0,3405
2011,Waipa District Council,"Current grants, subsidies, and donations income",5804,0,0,0,0,0,0,2474,0,0,0,0,0,0,0,0,8278
2011,Waipa District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,487
2011,Waipa District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Waipa District Council,Sales and other operating income,67,0,3400,478,140,0,282,738,1171,0,0,0,0,98,0,813,7187
2011,Waipa District Council,Total operating income,15017,0,7890,7747,1493,0,2400,8853,2286,305,4162,0,0,4647,1084,1213,57097
2011,Waipa District Council,Employee costs,701,0,1086,578,0,0,1202,906,511,70,2224,0,0,610,5322,0,13210
2011,Waipa District Council,Depreciation and amortisation,7471,0,3218,3435,0,0,222,650,441,11,73,0,0,14,837,0,16372
2011,Waipa District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,70,0,0,0,0,0,529,369,0,968
2011,Waipa District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,0,2174
2011,Waipa District Council,Purchases and other operating expenditure,4278,0,2029,1996,1104,0,168,3293,3048,217,881,0,0,1883,3269,0,22166
2011,Waipa District Council,Total operating expenditure,12450,0,6333,6009,1104,0,1592,4919,4000,298,3178,0,0,3036,11971,0,54890
2011,Waipa District Council,Operating surplus/deficit,2567,0,1557,1738,389,0,808,3934,-1714,7,984,0,0,1611,-10887,1213,2207
2011,Wairoa District Council,Rates,3381,74,714,1090,741,0,317,700,111,297,493,395,306,0,796,0,9415
2011,Wairoa District Council,Regulatory income and petrol tax,70,0,7,6,0,0,0,0,0,0,341,0,0,0,0,0,424
2011,Wairoa District Council,"Current grants, subsidies, and donations income",7694,0,0,0,0,0,1,0,3,0,0,255,0,0,0,0,7953
2011,Wairoa District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,0,1156
2011,Wairoa District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200
2011,Wairoa District Council,Sales and other operating income,6,43,681,9,318,0,21,27,107,0,0,4,151,65,18,35,1485
2011,Wairoa District Council,Total operating income,11151,117,1402,1105,1059,0,339,727,221,297,834,654,457,65,2170,35,20633
